credits1,credits2,credits_earned1,credits_earned2,session1,winter_ac_standing,GPA_year1,GPA_year2,CGPA_year1,CGPA_year2,totcredits_year1,totcredits_year2,goodstanding_year1,goodstanding_year2,winter_ac_stand_year1,winter_ac_stand_year2,fallreg_year1,fallreg_year2,act_fallreg_year1,act_fallreg_year2,summerreg_year1,summerreg_year2,sex,mtongue,identifier,age_at_entry,bpl_north_america,bpl_asia,canadian,bpl_other,firstyear,yearstodegree,gradin4,gradin5,gradin6,gradin4orcont,cumcredits1,cumcredits2,prog_science,prog_socsci_bus,prog_socscihum,prog_unknown,english,noenglish,french,other_lang,female,male,gpacutoff,dist_from_cut,year2_dist_from_cut,CGPA_final,nextGPA,nextCGPA,probation_year1,probation_year2,probation_summer1,probation_summer2,probation_ever,suspended_year1,suspended_summer1,suspended_year2,suspended_summer2,suspended_ever,loc_campus1,loc_campus2,loc_campus3,all,left_school,gpalscutoff,gpaXgpalscutoff,gpaXgpagrcutoff,gpasqXgpagrcutoff,dist_from_cut_med10,dist_from_cut_med05,dist_from_cut_med025,hsgrade_pct,veryhighHS,highHS,lowHS,maleXhighHS,femaleXhighHS,maleXlowabil,femaleXlowabil,clustervar,summer,gender,birthplace,study_campus,first_language,on_probation_after_1st_year,ever_on_probation,left_university_after_1st_evaluation,ever_suspended,graduated_by_year4,graduated_by_year5,graduated_by_year6,all_students,status
3,0.5,2.5,0.5,19969,PROB,1.3200000524520874,NA,1.3200000524520874,NA,5,1,0,0,PROB,SUS1,1,1,REG,REG,0,0,F,Other,1750,18,1,0,1,0,1996,NA,0,0,0,0,2.5,3,0,NA,0,1,0,1,0,1,1,0,1.5,-0.18000000715255737,NA,NA,NA,NA,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,-0.1799999475479126,0,0,-0.15000000596046448,-0.17499999701976776,-0.16750000417232513,36,0,0,1,0,0,0,1,-0.18000000715255737,0,Female,North America,Campus 2,Other,Yes,Yes,No,Yes,No,No,No,All Students,On Academic Probation
2,2,1.5,2,20019,PROB,1.4299999475479126,3.2799999713897705,1.4299999475479126,2.5,4,4,0,1,PROB,OKAY,1,1,REG,REG,1,0,F,Other,1777,19,1,0,1,0,2001,NA,0,NA,NA,1,1.5,3.5,0,0,1,0,0,1,0,1,1,0,1.5,-0.07000000029802322,1.7799999713897705,2.890000104904175,2.200000047683716,0.3799999952316284,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,-0.0700000524520874,0,0,-0.05000000074505806,-0.07500000298023224,-0.06750000268220901,46,0,0,1,0,0,0,1,-0.07000000029802322,1,Female,North America,Campus 1,Other,Yes,Yes,No,No,No,NA,NA,All Students,On Academic Probation
3,1.5,3,1.5,20039,PROB,1.4199999570846558,3.4000000953674316,1.4199999570846558,2.130000114440918,4.5,2.5,0,1,PROB,OKAY,1,1,REG,REG,0,0,F,Other,1787,19,1,0,1,0,2003,NA,NA,NA,NA,NA,3,4.5,1,0,0,0,0,1,0,1,1,0,1.5,-0.07999999821186066,1.899999976158142,NA,1.9000000953674316,0.630000114440918,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,-0.08000004291534424,0,0,-0.05000000074505806,-0.07500000298023224,-0.06750000268220901,60,0,1,0,0,1,0,0,-0.07999999821186066,0,Female,North America,Campus 1,Other,Yes,Yes,No,No,NA,NA,NA,All Students,On Academic Probation
2.5,3,2.5,3,19979,OKAY,1.6799999475479126,2.2300000190734863,1.6799999475479126,1.9600000381469727,5,5,1,1,OKAY,OKAY,1,1,REG,REG,0,0,M,English,1793,20,1,0,1,0,1997,NA,0,0,0,0,2.5,5.5,0,NA,0,1,1,0,0,0,0,1,1.5,0.18000000715255737,0.7300000190734863,NA,0.7300000190734863,0.46000003814697266,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.1799999475479126,0.032399982213974,0.15000000596046448,0.17499999701976776,0.19249999523162842,46,0,0,1,0,0,1,0,0.18000000715255737,0,Male,North America,Campus 1,English,No,No,No,No,No,No,No,All Students,In Good Standing
2,2.5,2,2.5,19999,OKAY,1.5,2.430000066757202,1.5,1.9299999475479126,4,3.5,1,1,OKAY,OKAY,1,1,REG,REG,0,0,F,English,1850,19,1,0,1,0,1999,4,1,1,1,1,2,4.5,0,0,1,0,1,0,0,0,1,0,1.5,0,0.9300000071525574,2.0899999141693115,0.9300000667572021,0.4299999475479126,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.05000000074505806,0.02500000037252903,0.012500000186264515,65,0,1,0,0,1,0,0,0,0,Female,North America,Campus 1,English,No,No,No,No,Yes,Yes,Yes,All Students,In Good Standing
2,2.5,1.5,2.5,20039,OKAY,1.6799999475479126,1.9600000381469727,1.6799999475479126,1.8200000524520874,4,4,1,1,OKAY,OKAY,1,1,REG,REG,0,1,F,English,1880,17,1,0,1,0,2003,NA,NA,NA,NA,NA,1.5,4,0,0,1,0,1,0,0,0,1,0,1.5,0.18000000715255737,0.46000000834465027,NA,0.46000003814697266,0.3200000524520874,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.1799999475479126,0.032399982213974,0.15000000596046448,0.17499999701976776,0.19249999523162842,74,0,1,0,0,1,0,0,0.18000000715255737,0,Female,North America,Campus 1,English,No,No,No,No,NA,NA,NA,All Students,In Good Standing
3,3,2.5,3,19999,OKAY,1.6799999475479126,2.8299999237060547,1.6799999475479126,2.2799999713897705,5,5.5,1,1,OKAY,OKAY,1,1,REG,REG,0,0,M,English,1920,19,1,0,1,0,1999,4,1,1,1,1,2.5,5.5,0,1,1,0,1,0,0,0,0,1,1.5,0.18000000715255737,1.3300000429153442,2.6500000953674316,1.3299999237060547,0.7799999713897705,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.1799999475479126,0.032399982213974,0.15000000596046448,0.17499999701976776,0.19249999523162842,53,0,1,0,1,0,0,0,0.18000000715255737,0,Male,North America,Campus 1,English,No,No,No,No,Yes,Yes,Yes,All Students,In Good Standing
2,3,1.5,3,19989,PROB,1.5,2.140000104904175,1.5,1.8200000524520874,4,4,0,1,PROB,OKAY,1,1,REG,REG,0,0,F,English,1922,19,1,0,1,0,1998,6,0,0,1,1,1.5,4.5,0,NA,0,1,1,0,0,0,1,0,1.600000023841858,-0.10000000149011612,0.5400000214576721,NA,0.5400000810623169,0.2200000286102295,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,-0.10000002384185791,0,0,-0.05000000074505806,-0.07500000298023224,-0.08749999850988388,16,0,0,1,0,0,0,1,-0.10000000149011612,0,Female,North America,Campus 3,English,Yes,Yes,No,No,No,No,Yes,All Students,On Academic Probation
3,1.5,2.5,0.5,19969,PROB,1.3300000429153442,0.23000000417232513,1.3300000429153442,0.9200000166893005,5,3,0,0,PROB,SUS1,1,1,REG,REG,0,0,F,Other,1939,19,1,0,1,0,1996,NA,0,0,0,1,2.5,3,0,NA,0,1,0,1,0,1,1,0,1.5,-0.17000000178813934,-1.2699999809265137,NA,-1.2699999809265137,-0.5799999833106995,1,0,0,0,1,0,0,1,0,1,1,0,0,1,0,1,-0.16999995708465576,0,0,-0.15000000596046448,-0.17499999701976776,-0.16750000417232513,45,0,0,1,0,0,0,1,-0.17000000178813934,0,Female,North America,Campus 1,Other,Yes,Yes,No,Yes,No,No,No,All Students,On Academic Probation
2.5,2,2.5,2,19969,OKAY,1.5499999523162842,2.0999999046325684,1.5499999523162842,1.7000000476837158,4,3,1,1,OKAY,OKAY,1,1,REG,REG,0,0,M,English,1964,18,1,0,1,0,1996,6,0,0,1,1,2.5,4.5,0,NA,0,1,1,0,0,0,0,1,1.5,0.05000000074505806,0.6000000238418579,NA,0.5999999046325684,0.20000004768371582,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0.04999995231628418,0.0024999952875077724,0.05000000074505806,0.07500000298023224,0.05249999836087227,41,0,0,1,0,0,1,0,0.05000000074505806,0,Male,North America,Campus 1,English,No,Yes,No,No,No,No,Yes,All Students,In Good Standing
2,2.5,2,2.5,19979,OKAY,1.6799999475479126,2.299999952316284,1.6799999475479126,2.0199999809265137,4,5,1,1,OKAY,OKAY,1,1,REG,REG,0,0,F,English,1965,19,1,0,1,0,1997,5,0,1,1,1,2,4.5,0,NA,0,1,1,0,0,0,1,0,1.5,0.18000000715255737,0.800000011920929,1.9800000190734863,0.7999999523162842,0.5199999809265137,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.1799999475479126,0.032399982213974,0.15000000596046448,0.17499999701976776,0.19249999523162842,27,0,0,1,0,0,0,1,0.18000000715255737,0,Female,North America,Campus 1,English,No,No,No,No,No,Yes,Yes,All Students,In Good Standing
2.5,2.5,2.5,2.5,19989,OKAY,1.6799999475479126,1.7699999809265137,1.6799999475479126,1.7799999713897705,5,4,1,1,OKAY,OKAY,1,1,REG,REG,1,1,F,English,2069,19,1,0,1,0,1998,4,1,1,1,1,2.5,5,0,NA,0,1,1,0,0,0,1,0,1.5,0.18000000715255737,0.27000001072883606,2.450000047683716,0.7999999523162842,0.2799999713897705,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.1799999475479126,0.032399982213974,0.15000000596046448,0.17499999701976776,0.19249999523162842,54,0,1,0,0,1,0,0,0.18000000715255737,1,Female,North America,Campus 1,English,No,No,No,No,Yes,Yes,Yes,All Students,In Good Standing
5,4,5,3.5,20039,OKAY,1.6699999570846558,2.259999990463257,1.6699999570846558,1.9299999475479126,5,4,1,1,OKAY,OKAY,1,1,REG,REG,0,0,M,English,2079,18,1,0,1,0,2003,NA,NA,NA,NA,NA,5,8.5,0,NA,0,1,1,0,0,0,0,1,1.600000023841858,0.07000000029802322,0.6600000262260437,NA,0.6599999666213989,0.3299999237060547,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0.06999993324279785,0.0048999907448887825,0.05000000074505806,0.07500000298023224,0.07249999791383743,9,0,0,1,0,0,1,0,0.07000000029802322,0,Male,North America,Campus 3,English,No,No,No,No,NA,NA,NA,All Students,In Good Standing
3.5,5,2,4.5,19969,OKAY,1.6399999856948853,1.0700000524520874,1.6399999856948853,1.3600000143051147,5,5,1,0,OKAY,PROB,1,1,REG,REG,0,0,M,Other,2100,18,1,0,1,0,1996,5,0,1,1,1,2,6.5,1,0,0,0,0,1,0,1,0,1,1.600000023841858,0.03999999910593033,-0.5299999713897705,2.359999895095825,-0.5299999713897705,-0.24000000953674316,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0.039999961853027344,0.0015999969327822328,0.05000000074505806,0.02500000037252903,0.05249999836087227,48,0,0,1,0,0,1,0,0.03999999910593033,0,Male,North America,Campus 3,Other,No,Yes,No,No,No,Yes,Yes,All Students,In Good Standing
2.5,1.5,2.5,1.5,20019,OKAY,1.6200000047683716,NA,1.6200000047683716,NA,5,1.5,1,0,OKAY,PROB,1,1,REG,REG,0,1,M,Other,2142,19,1,0,1,0,2001,NA,0,NA,NA,0,2.5,4,1,0,0,0,0,1,0,1,0,1,1.600000023841858,0.019999999552965164,NA,NA,NA,NA,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0.019999980926513672,3.999992331955582e-4,0.05000000074505806,0.02500000037252903,0.032499998807907104,6,0,0,1,0,0,1,0,0.019999999552965164,0,Male,North America,Campus 3,Other,No,Yes,No,No,No,NA,NA,All Students,In Good Standing
2.5,3,2.5,3,20029,OKAY,1.659999966621399,2.440000057220459,1.659999966621399,2.180000066757202,4,4,1,1,OKAY,OKAY,1,1,REG,REG,1,0,F,Other,2178,20,0,1,0,0,2002,NA,NA,NA,NA,NA,2.5,5.5,1,0,0,0,0,1,0,1,1,0,1.5,0.1599999964237213,0.9399999976158142,NA,1.2000000476837158,0.5099999904632568,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.15999996662139893,0.025599990040063858,0.15000000596046448,0.17499999701976776,0.17249999940395355,87,1,1,0,0,1,0,0,0.1599999964237213,1,Female,Asia,Campus 1,Other,No,No,No,No,NA,NA,NA,All Students,In Good Standing
2.5,2,2.5,2,19989,PROB,1.399999976158142,2.140000104904175,1.399999976158142,1.7100000381469727,5,3.5,0,1,PROB,OKAY,1,1,REG,REG,0,1,F,Other,2202,19,1,0,1,0,1998,7,1,0,0,1,2.5,4.5,0,NA,0,1,0,1,0,1,1,0,1.5,-0.10000000149011612,0.6399999856948853,NA,0.6400001049041748,0.21000003814697266,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,-0.10000002384185791,0,0,-0.05000000074505806,-0.07500000298023224,-0.08749999850988388,41,0,0,1,0,0,0,1,-0.10000000149011612,0,Female,North America,Campus 1,Other,Yes,Yes,No,No,Yes,No,No,All Students,On Academic Probation
3,4,3,4,20029,OKAY,1.600000023841858,2.390000104904175,1.600000023841858,1.9700000286102295,4.5,4,1,1,OKAY,OKAY,1,1,REG,REG,0,0,F,English,2326,20,0,1,0,0,2002,NA,NA,NA,NA,NA,3,7,0,NA,0,1,1,0,0,0,1,0,1.600000023841858,0,0.7900000214576721,NA,0.7900000810623169,0.3700000047683716,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.05000000074505806,0.02500000037252903,0.012500000186264515,56,0,1,0,0,1,0,0,0,0,Female,Asia,Campus 3,English,No,No,No,No,NA,NA,NA,All Students,In Good Standing
5,5,3.5,4.5,20039,OKAY,1.6100000143051147,2.700000047683716,1.6100000143051147,2.1600000858306885,5,5,1,1,OKAY,OKAY,1,1,REG,REG,0,1,M,English,2337,19,1,0,1,0,2003,NA,NA,NA,NA,NA,3.5,8,1,0,0,0,1,0,0,0,0,1,1.600000023841858,0.009999999776482582,1.100000023841858,NA,1.100000023841858,0.5600000619888306,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0.009999990463256836,9.999980829888955e-5,0.05000000074505806,0.02500000037252903,0.012500000186264515,36,0,0,1,0,0,1,0,0.009999999776482582,0,Male,North America,Campus 3,English,No,No,No,No,NA,NA,NA,All Students,In Good Standing
2.5,2,2,2,19979,PROB,1.5199999809265137,2.119999885559082,1.5199999809265137,1.7400000095367432,5,3,0,1,PROB,OKAY,1,1,REG,REG,0,1,M,English,2391,18,1,0,1,0,1997,5,0,1,1,0,2,4,0,NA,0,1,1,0,0,0,0,1,1.600000023841858,-0.07999999821186066,0.5199999809265137,1.8700000047683716,0.5199998617172241,0.13999998569488525,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,-0.08000004291534424,0,0,-0.05000000074505806,-0.07500000298023224,-0.06750000268220901,36,0,0,1,0,0,1,0,-0.07999999821186066,0,Male,North America,Campus 3,English,Yes,Yes,No,No,No,Yes,Yes,All Students,On Academic Probation
2.75,2.75,2.5,2.75,19999,OKAY,1.6399999856948853,2.25,1.6399999856948853,1.9299999475479126,5.5,5,1,1,OKAY,OKAY,1,1,REG,REG,0,0,M,English,2446,19,1,0,1,0,1999,NA,0,0,0,1,2.5,5.25,0,NA,0,1,1,0,0,0,0,1,1.600000023841858,0.03999999910593033,0.6499999761581421,NA,0.6499999761581421,0.3299999237060547,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0.039999961853027344,0.0015999969327822328,0.05000000074505806,0.02500000037252903,0.05249999836087227,5,0,0,1,0,0,1,0,0.03999999910593033,0,Male,North America,Campus 3,English,No,Yes,No,No,No,No,No,All Students,In Good Standing
3,2.5,2.5,1.5,20019,OKAY,1.7100000381469727,1.399999976158142,1.7100000381469727,1.6299999952316284,4,3,1,1,OKAY,OKAY,1,1,REG,REG,1,1,M,English,2471,18,1,0,1,0,2001,NA,0,NA,NA,1,2.5,4,1,0,0,0,1,0,0,0,0,1,1.600000023841858,0.10999999940395355,-0.20000000298023224,1.559999942779541,0.3999999761581421,0.16999995708465576,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0.11000001430511475,0.012100002728402615,0.15000000596046448,0.125,0.11249999701976776,10,0,0,1,0,0,1,0,0.10999999940395355,1,Male,North America,Campus 3,English,No,No,No,No,No,NA,NA,All Students,In Good Standing
2.5,4,2.5,4,20029,OKAY,1.6699999570846558,2.0799999237060547,1.6699999570846558,1.840000033378601,4.5,4,1,1,OKAY,OKAY,1,1,REG,REG,1,0,M,English,2493,19,1,0,1,0,2002,NA,NA,NA,NA,NA,2.5,6.5,1,0,0,0,1,0,0,0,0,1,1.600000023841858,0.07000000029802322,0.47999998927116394,NA,0.10000002384185791,0.06999993324279785,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0.06999993324279785,0.0048999907448887825,0.05000000074505806,0.07500000298023224,0.07249999791383743,26,0,0,1,0,0,1,0,0.07000000029802322,1,Male,North America,Campus 3,English,No,No,No,No,NA,NA,NA,All Students,In Good Standing
2,3,1.5,3,19989,PROB,1.5800000429153442,1.4800000190734863,1.5800000429153442,1.5199999809265137,4,5,0,0,PROB,SUS1,1,1,REG,REG,0,0,F,English,2539,19,1,0,1,0,1998,6,0,0,1,1,1.5,4.5,0,NA,0,1,1,0,0,0,1,0,1.600000023841858,-0.019999999552965164,-0.11999999731779099,NA,-0.12000000476837158,-0.08000004291534424,1,0,0,0,1,0,0,1,0,1,0,0,1,1,0,1,-0.019999980926513672,0,0,-0.05000000074505806,-0.02500000037252903,-0.007499999832361937,35,0,0,1,0,0,0,1,-0.019999999552965164,0,Female,North America,Campus 3,English,Yes,Yes,No,Yes,No,No,Yes,All Students,On Academic Probation
2,3.5,2,2.5,20029,OKAY,1.5299999713897705,1.1299999952316284,1.5299999713897705,1.5399999618530273,4,4,1,1,OKAY,OKAY,1,1,REG,REG,1,0,M,English,2569,18,0,0,0,1,2002,NA,NA,NA,NA,NA,2,4.5,1,0,0,0,1,0,0,0,0,1,1.5,0.029999999329447746,-0.3700000047683716,NA,1.5,0.3200000524520874,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0.029999971389770508,8.999982965178788e-4,0.05000000074505806,0.02500000037252903,0.032499998807907104,43,0,0,1,0,0,1,0,0.029999999329447746,1,Male,Other,Campus 2,English,No,Yes,No,No,NA,NA,NA,All Students,In Good Standing
2.5,2.5,2.5,2.5,19969,PROB,1.4900000095367432,1.5099999904632568,1.4900000095367432,1.5,4,4,0,0,PROB,SUS1,1,1,REG,REG,0,0,F,English,2584,21,1,0,1,0,1996,5,0,1,1,1,2.5,5,0,NA,0,1,1,0,0,0,1,0,1.600000023841858,-0.10999999940395355,-0.09000000357627869,2.25,-0.09000003337860107,-0.10000002384185791,1,0,0,0,1,0,0,1,0,1,0,0,1,1,0,1,-0.11000001430511475,0,0,-0.15000000596046448,-0.125,-0.10750000178813934,3,0,0,1,0,0,0,1,-0.10999999940395355,0,Female,North America,Campus 3,English,Yes,Yes,No,Yes,No,Yes,Yes,All Students,On Academic Probation
2,2,1.5,2,20039,PROB,1.4299999475479126,1.899999976158142,1.4299999475479126,1.659999966621399,4,4,0,1,PROB,OKAY,1,1,REG,REG,0,0,F,English,2612,18,1,0,1,0,2003,NA,NA,NA,NA,NA,1.5,3.5,1,0,0,0,1,0,0,0,1,0,1.5,-0.07000000029802322,0.4000000059604645,NA,0.3999999761581421,0.15999996662139893,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,-0.0700000524520874,0,0,-0.05000000074505806,-0.07500000298023224,-0.06750000268220901,64,0,1,0,0,1,0,0,-0.07000000029802322,0,Female,North America,Campus 1,English,Yes,Yes,No,No,NA,NA,NA,All Students,On Academic Probation
2,1.5,1.5,1.5,19969,OKAY,1.649999976158142,3,1.649999976158142,2.2300000190734863,4,3,1,1,OKAY,OKAY,1,1,REG,REG,0,1,F,English,2631,20,0,0,0,1,1996,4,1,1,1,1,1.5,3,0,NA,0,1,1,0,0,0,1,0,1.5,0.15000000596046448,1.5,2.2200000286102295,1.5,0.7300000190734863,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.1499999761581421,0.022499993443489075,0.15000000596046448,0.17499999701976776,0.1525000035762787,22,0,0,1,0,0,0,1,0.15000000596046448,0,Female,Other,Campus 2,English,No,No,No,No,Yes,Yes,Yes,All Students,In Good Standing
2.5,2.5,2.5,2.5,19989,PROB,1.590000033378601,1.899999976158142,1.590000033378601,1.7799999713897705,4,4,0,1,PROB,OKAY,1,1,REG,REG,1,1,F,Other,2636,19,1,0,1,0,1998,4,1,1,1,1,2.5,5,0,NA,0,1,0,1,0,1,1,0,1.600000023841858,-0.009999999776482582,0.30000001192092896,1.9800000190734863,0.6999999284744263,0.06999993324279785,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,-0.009999990463256836,0,0,-0.05000000074505806,-0.02500000037252903,-0.007499999832361937,12,0,0,1,0,0,0,1,-0.009999999776482582,1,Female,North America,Campus 3,Other,Yes,Yes,No,No,Yes,Yes,Yes,All Students,On Academic Probation
5,2,5,1.5,19999,OKAY,1.5499999523162842,NA,1.5499999523162842,NA,4,4,1,0,OKAY,,1,1,REG,FINCA,1,0,F,English,2657,19,1,0,1,0,1999,6,0,0,1,1,5,6.5,0,1,1,0,1,0,0,0,1,0,1.5,0.05000000074505806,NA,NA,NA,NA,0,NA,0,NA,1,0,0,NA,NA,0,1,0,0,1,0,0,0,0.04999995231628418,0.0024999952875077724,0.05000000074505806,0.07500000298023224,0.05249999836087227,41,0,0,1,0,0,0,1,0.05000000074505806,0,Female,North America,Campus 1,English,No,Yes,No,No,No,No,Yes,All Students,In Good Standing
3,4,3,4,19999,PROB,1.350000023841858,NA,1.350000023841858,NA,4,0,0,0,PROB,,1,0,REG,FINCA,0,0,M,Other,2664,18,0,0,0,1,1999,4,1,1,1,1,3,7,1,0,0,0,0,1,0,1,0,1,1.5,-0.15000000596046448,NA,1.690000057220459,NA,NA,1,NA,0,NA,1,0,0,NA,NA,0,0,1,0,1,0,1,-0.1499999761581421,0,0,-0.15000000596046448,-0.125,-0.14749999344348907,2,0,0,1,0,0,1,0,-0.15000000596046448,0,Male,Other,Campus 2,Other,Yes,Yes,No,No,Yes,Yes,Yes,All Students,On Academic Probation
2.5,2.5,2,2.5,19999,OKAY,1.5099999904632568,2.319999933242798,1.5099999904632568,1.6299999952316284,4,3,1,1,OKAY,OKAY,1,1,REG,REG,1,0,M,English,2728,17,1,0,1,0,1999,5,0,1,1,1,2,4.5,1,0,0,0,1,0,0,0,0,1,1.5,0.009999999776482582,0.8199999928474426,2.1600000858306885,-1.5,-0.28999996185302734,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0.009999990463256836,9.999980829888955e-5,0.05000000074505806,0.02500000037252903,0.012500000186264515,50,0,0,1,0,0,1,0,0.009999999776482582,1,Male,North America,Campus 1,English,No,Yes,No,No,No,Yes,Yes,All Students,In Good Standing
2.5,5,2.5,5,20029,OKAY,1.7100000381469727,2.140000104904175,1.7100000381469727,1.940000057220459,4.5,5,1,1,OKAY,OKAY,1,1,REG,REG,1,0,F,English,2740,18,0,1,0,0,2002,NA,NA,NA,NA,NA,2.5,7.5,1,0,0,0,1,0,0,0,1,0,1.600000023841858,0.10999999940395355,0.5400000214576721,NA,0.3999999761581421,0.13999998569488525,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0.11000001430511475,0.012100002728402615,0.15000000596046448,0.125,0.11249999701976776,43,0,0,1,0,0,0,1,0.10999999940395355,1,Female,Asia,Campus 3,English,No,No,No,No,NA,NA,NA,All Students,In Good Standing
2.5,2.5,2,2.5,20029,OKAY,1.5299999713897705,1.5099999904632568,1.5299999713897705,1.5399999618530273,4,3.5,1,1,OKAY,OKAY,1,1,REG,REG,1,1,M,English,2782,19,1,0,1,0,2002,NA,NA,NA,NA,NA,2,4.5,0,1,1,0,1,0,0,0,0,1,1.5,0.029999999329447746,0.009999999776482582,NA,0.12999999523162842,0.04999995231628418,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.029999971389770508,8.999982965178788e-4,0.05000000074505806,0.02500000037252903,0.032499998807907104,23,0,0,1,0,0,1,0,0.029999999329447746,1,Male,North America,Campus 2,English,No,No,No,No,NA,NA,NA,All Students,In Good Standing
2,2.5,1.5,2,19979,OKAY,1.649999976158142,1.559999942779541,1.649999976158142,1.6100000143051147,4,3.5,1,1,OKAY,OKAY,1,1,REG,REG,0,0,F,Other,2829,19,1,0,1,0,1997,NA,0,0,0,0,1.5,3.5,0,NA,0,1,0,1,0,1,1,0,1.5,0.15000000596046448,0.05999999865889549,NA,0.059999942779541016,0.11000001430511475,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.1499999761581421,0.022499993443489075,0.15000000596046448,0.17499999701976776,0.1525000035762787,23,0,0,1,0,0,0,1,0.15000000596046448,0,Female,North America,Campus 2,Other,No,No,No,No,No,No,No,All Students,In Good Standing
2.5,2,2.5,2,19969,OKAY,1.6799999475479126,2,1.6799999475479126,1.8600000143051147,4,4,1,1,OKAY,OKAY,1,1,REG,REG,1,1,F,English,2839,20,1,0,1,0,1996,5,0,1,1,1,2.5,4.5,0,NA,0,1,1,0,0,0,1,0,1.5,0.18000000715255737,0.5,2.1500000953674316,0.5,0.24000000953674316,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.1799999475479126,0.032399982213974,0.15000000596046448,0.17499999701976776,0.19249999523162842,14,0,0,1,0,0,0,1,0.18000000715255737,1,Female,North America,Campus 1,English,No,No,No,No,No,Yes,Yes,All Students,In Good Standing
2.5,3,2.5,2.5,20029,OKAY,1.5499999523162842,1.5,1.5499999523162842,1.5099999904632568,4,5,1,1,OKAY,OKAY,1,1,REG,REG,1,1,F,Other,2865,20,1,0,1,0,2002,NA,NA,NA,NA,NA,2.5,5,1,0,0,0,0,1,0,1,1,0,1.5,0.05000000074505806,0,NA,-0.029999971389770508,0.029999971389770508,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.04999995231628418,0.0024999952875077724,0.05000000074505806,0.07500000298023224,0.05249999836087227,70,0,1,0,0,1,0,0,0.05000000074505806,1,Female,North America,Campus 1,Other,No,No,No,No,NA,NA,NA,All Students,In Good Standing
2.5,3.5,2,3.5,19969,OKAY,1.6799999475479126,2.0399999618530273,1.6799999475479126,1.8600000143051147,4.5,4.5,1,1,OKAY,OKAY,1,1,REG,REG,1,0,F,English,2927,18,1,0,1,0,1996,4,1,1,1,1,2,5.5,0,NA,0,1,1,0,0,0,1,0,1.600000023841858,0.07999999821186066,0.4399999976158142,2.309999942779541,0.43999993801116943,0.25999999046325684,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0.07999992370605469,0.006399987731128931,0.05000000074505806,0.07500000298023224,0.0925000011920929,7,0,0,1,0,0,0,1,0.07999999821186066,0,Female,North America,Campus 3,English,No,No,No,No,Yes,Yes,Yes,All Students,In Good Standing
2.5,3,2.5,3,19989,PROB,1.4299999475479126,2.930000066757202,1.4299999475479126,2.130000114440918,4,4.5,0,1,PROB,OKAY,1,1,REG,REG,0,1,F,Other,2935,19,1,0,1,0,1998,4,1,1,1,1,2.5,5.5,0,NA,0,1,0,1,0,1,1,0,1.5,-0.07000000029802322,1.4299999475479126,2.359999895095825,1.4300000667572021,0.630000114440918,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,-0.0700000524520874,0,0,-0.05000000074505806,-0.07500000298023224,-0.06750000268220901,23,0,0,1,0,0,0,1,-0.07000000029802322,0,Female,North America,Campus 1,Other,Yes,Yes,No,No,Yes,Yes,Yes,All Students,On Academic Probation
